"Airport","Country","Date","Passengers"
"KOBENHAVN/KASTRUP airport","Denmark",2012-07-01,2306965
"KOBENHAVN/KASTRUP airport","Denmark",2012-08-01,2137449
"KOBENHAVN/KASTRUP airport","Denmark",2012-09-01,2113337
"KOBENHAVN/KASTRUP airport","Denmark",2012-10-01,2093397
"KOBENHAVN/KASTRUP airport","Denmark",2012-11-01,1790300
"KOBENHAVN/KASTRUP airport","Denmark",2012-12-01,1575355
"KOBENHAVN/KASTRUP airport","Denmark",2013-01-01,1572292
"KOBENHAVN/KASTRUP airport","Denmark",2013-02-01,1582794
"KOBENHAVN/KASTRUP airport","Denmark",2013-03-01,1887415
"KOBENHAVN/KASTRUP airport","Denmark",2013-04-01,1954570
"KOBENHAVN/KASTRUP airport","Denmark",2013-05-01,2142777
"KOBENHAVN/KASTRUP airport","Denmark",2013-06-01,2324067
"KOBENHAVN/KASTRUP airport","Denmark",2013-07-01,2418476
"KOBENHAVN/KASTRUP airport","Denmark",2013-08-01,2274225
"KOBENHAVN/KASTRUP airport","Denmark",2013-09-01,2194575
"KOBENHAVN/KASTRUP airport","Denmark",2013-10-01,2169797
"KOBENHAVN/KASTRUP airport","Denmark",2013-11-01,1792301
"KOBENHAVN/KASTRUP airport","Denmark",2013-12-01,1656967
"KOBENHAVN/KASTRUP airport","Denmark",2014-01-01,1632041
"KOBENHAVN/KASTRUP airport","Denmark",2014-02-01,1645311
"KOBENHAVN/KASTRUP airport","Denmark",2014-03-01,1974966
"KOBENHAVN/KASTRUP airport","Denmark",2014-04-01,2205404
"KOBENHAVN/KASTRUP airport","Denmark",2014-05-01,2322852
"KOBENHAVN/KASTRUP airport","Denmark",2014-06-01,2517425
"KOBENHAVN/KASTRUP airport","Denmark",2014-07-01,2588818
"KOBENHAVN/KASTRUP airport","Denmark",2014-08-01,2434785
"KOBENHAVN/KASTRUP airport","Denmark",2014-09-01,2334969
"KOBENHAVN/KASTRUP airport","Denmark",2014-10-01,2323658
"KOBENHAVN/KASTRUP airport","Denmark",2014-11-01,1839354
"KOBENHAVN/KASTRUP airport","Denmark",2014-12-01,1712303
"KOBENHAVN/KASTRUP airport","Denmark",2015-01-01,1650431
"KOBENHAVN/KASTRUP airport","Denmark",2015-02-01,1669298
"KOBENHAVN/KASTRUP airport","Denmark",2015-03-01,2043828
"KOBENHAVN/KASTRUP airport","Denmark",2015-04-01,2123419
"KOBENHAVN/KASTRUP airport","Denmark",2015-05-01,2297133
"KOBENHAVN/KASTRUP airport","Denmark",2015-06-01,2522102
"KOBENHAVN/KASTRUP airport","Denmark",2015-07-01,2722845
"KOBENHAVN/KASTRUP airport","Denmark",2015-08-01,2569450
"KOBENHAVN/KASTRUP airport","Denmark",2015-09-01,2476758
"KOBENHAVN/KASTRUP airport","Denmark",2015-10-01,2470079
"KOBENHAVN/KASTRUP airport","Denmark",2015-11-01,2059826
"KOBENHAVN/KASTRUP airport","Denmark",2015-12-01,1921011
"KOBENHAVN/KASTRUP airport","Denmark",2016-01-01,1856547
"KOBENHAVN/KASTRUP airport","Denmark",2016-02-01,1936002
"KOBENHAVN/KASTRUP airport","Denmark",2016-03-01,2272684
"KOBENHAVN/KASTRUP airport","Denmark",2016-04-01,2284637
"KOBENHAVN/KASTRUP airport","Denmark",2016-05-01,2545986
"KOBENHAVN/KASTRUP airport","Denmark",2016-06-01,2753584
"KOBENHAVN/KASTRUP airport","Denmark",2016-07-01,2981555
"KOBENHAVN/KASTRUP airport","Denmark",2016-08-01,2740266
"KOBENHAVN/KASTRUP airport","Denmark",2016-09-01,2669619
"KOBENHAVN/KASTRUP airport","Denmark",2016-10-01,2662325
"KOBENHAVN/KASTRUP airport","Denmark",2016-11-01,2171953
"KOBENHAVN/KASTRUP airport","Denmark",2016-12-01,2070939
"KOBENHAVN/KASTRUP airport","Denmark",2017-01-01,1974291
"KOBENHAVN/KASTRUP airport","Denmark",2017-02-01,1976233
"KOBENHAVN/KASTRUP airport","Denmark",2017-03-01,2273345
"KOBENHAVN/KASTRUP airport","Denmark",2017-04-01,2414601
"KOBENHAVN/KASTRUP airport","Denmark",2017-05-01,2580880
"KOBENHAVN/KASTRUP airport","Denmark",2017-06-01,2767876
"KOBENHAVN/KASTRUP airport","Denmark",2017-07-01,3007262
"KOBENHAVN/KASTRUP airport","Denmark",2017-08-01,2771097
"KOBENHAVN/KASTRUP airport","Denmark",2017-09-01,2668758
"KOBENHAVN/KASTRUP airport","Denmark",2017-10-01,2611035
"KOBENHAVN/KASTRUP airport","Denmark",2017-11-01,2091279
"KOBENHAVN/KASTRUP airport","Denmark",2017-12-01,1964561
"KOBENHAVN/KASTRUP airport","Denmark",2018-01-01,1917027
"KOBENHAVN/KASTRUP airport","Denmark",2018-02-01,1947919
"KOBENHAVN/KASTRUP airport","Denmark",2018-03-01,2366456
"KOBENHAVN/KASTRUP airport","Denmark",2018-04-01,2485269
"KOBENHAVN/KASTRUP airport","Denmark",2018-05-01,2744690
"KOBENHAVN/KASTRUP airport","Denmark",2018-06-01,2937222
"KOBENHAVN/KASTRUP airport","Denmark",2018-07-01,3138358
"KOBENHAVN/KASTRUP airport","Denmark",2018-08-01,2910679
"KOBENHAVN/KASTRUP airport","Denmark",2018-09-01,2784122
"KOBENHAVN/KASTRUP airport","Denmark",2018-10-01,2717877
"KOBENHAVN/KASTRUP airport","Denmark",2018-11-01,2203189
"KOBENHAVN/KASTRUP airport","Denmark",2018-12-01,2039348
"KOBENHAVN/KASTRUP airport","Denmark",2019-01-01,1958527
"KOBENHAVN/KASTRUP airport","Denmark",2019-02-01,1984921
"KOBENHAVN/KASTRUP airport","Denmark",2019-03-01,2339096
"KOBENHAVN/KASTRUP airport","Denmark",2019-04-01,2499001
"KOBENHAVN/KASTRUP airport","Denmark",2019-05-01,2647080
"KOBENHAVN/KASTRUP airport","Denmark",2019-06-01,2934999
"KOBENHAVN/KASTRUP airport","Denmark",2019-07-01,3103658
"KOBENHAVN/KASTRUP airport","Denmark",2019-08-01,2933250
"KOBENHAVN/KASTRUP airport","Denmark",2019-09-01,2799784
"KOBENHAVN/KASTRUP airport","Denmark",2019-10-01,2720758
"KOBENHAVN/KASTRUP airport","Denmark",2019-11-01,2151484
"KOBENHAVN/KASTRUP airport","Denmark",2019-12-01,2049035
"KOBENHAVN/KASTRUP airport","Denmark",2020-01-01,1953496
"KOBENHAVN/KASTRUP airport","Denmark",2020-02-01,1977877
"KOBENHAVN/KASTRUP airport","Denmark",2020-03-01,847980
"KOBENHAVN/KASTRUP airport","Denmark",2020-04-01,25596
"KOBENHAVN/KASTRUP airport","Denmark",2020-05-01,39847
"KOBENHAVN/KASTRUP airport","Denmark",2020-06-01,150055
"KOBENHAVN/KASTRUP airport","Denmark",2020-07-01,564411
"KOBENHAVN/KASTRUP airport","Denmark",2020-08-01,620379
"KOBENHAVN/KASTRUP airport","Denmark",2020-09-01,471915
"KOBENHAVN/KASTRUP airport","Denmark",2020-10-01,391651
"KOBENHAVN/KASTRUP airport","Denmark",2020-11-01,195391
"KOBENHAVN/KASTRUP airport","Denmark",2020-12-01,252249
"KOBENHAVN/KASTRUP airport","Denmark",2021-01-01,173987
"KOBENHAVN/KASTRUP airport","Denmark",2021-02-01,105871
"KOBENHAVN/KASTRUP airport","Denmark",2021-03-01,147998
"KOBENHAVN/KASTRUP airport","Denmark",2021-04-01,181180
"KOBENHAVN/KASTRUP airport","Denmark",2021-05-01,257680
"KOBENHAVN/KASTRUP airport","Denmark",2021-06-01,511807
"KOBENHAVN/KASTRUP airport","Denmark",2021-07-01,1229882
"KOBENHAVN/KASTRUP airport","Denmark",2021-08-01,1281919
"KOBENHAVN/KASTRUP airport","Denmark",2021-09-01,1289573
"KOBENHAVN/KASTRUP airport","Denmark",2021-10-01,1568820
"KOBENHAVN/KASTRUP airport","Denmark",2021-11-01,1314479
"KOBENHAVN/KASTRUP airport","Denmark",2021-12-01,1085233
"KOBENHAVN/KASTRUP airport","Denmark",2022-01-01,814613
"KOBENHAVN/KASTRUP airport","Denmark",2022-02-01,1019552
"KOBENHAVN/KASTRUP airport","Denmark",2022-03-01,1406920
"KOBENHAVN/KASTRUP airport","Denmark",2022-04-01,1797879
"KOBENHAVN/KASTRUP airport","Denmark",2022-05-01,2059145
"KOBENHAVN/KASTRUP airport","Denmark",2022-06-01,2249257
"KOBENHAVN/KASTRUP airport","Denmark",2022-07-01,2413643
"KOBENHAVN/KASTRUP airport","Denmark",2022-08-01,2321778
"KOBENHAVN/KASTRUP airport","Denmark",2022-09-01,2277442
"KOBENHAVN/KASTRUP airport","Denmark",2022-10-01,2260120
"KOBENHAVN/KASTRUP airport","Denmark",2022-11-01,1745478
"KOBENHAVN/KASTRUP airport","Denmark",2022-12-01,1698043
"KOBENHAVN/KASTRUP airport","Denmark",2023-01-01,1591920
"KOBENHAVN/KASTRUP airport","Denmark",2023-02-01,1638554
"KOBENHAVN/KASTRUP airport","Denmark",2023-03-01,1975348
"KOBENHAVN/KASTRUP airport","Denmark",2023-04-01,2200532
"KOBENHAVN/KASTRUP airport","Denmark",2023-05-01,2390309
"KOBENHAVN/KASTRUP airport","Denmark",2023-06-01,2530412
"KOBENHAVN/KASTRUP airport","Denmark",2023-07-01,0
"KOBENHAVN/KASTRUP airport","Denmark",2023-08-01,0
"KOBENHAVN/KASTRUP airport","Denmark",2023-09-01,0
"LARNAKA/INTL airport","Cyprus",2002-01-01,165839
"LARNAKA/INTL airport","Cyprus",2002-02-01,163434
"LARNAKA/INTL airport","Cyprus",2002-03-01,268489
"LARNAKA/INTL airport","Cyprus",2002-04-01,332273
"LARNAKA/INTL airport","Cyprus",2002-05-01,475417
"LARNAKA/INTL airport","Cyprus",2002-06-01,508613
"LARNAKA/INTL airport","Cyprus",2002-07-01,599100
"LARNAKA/INTL airport","Cyprus",2002-08-01,656542
"LARNAKA/INTL airport","Cyprus",2002-09-01,569133
"LARNAKA/INTL airport","Cyprus",2002-10-01,522202
"LARNAKA/INTL airport","Cyprus",2002-11-01,233851
"LARNAKA/INTL airport","Cyprus",2002-12-01,201093
"LARNAKA/INTL airport","Cyprus",2003-01-01,0
"LARNAKA/INTL airport","Cyprus",2003-02-01,0
"LARNAKA/INTL airport","Cyprus",2003-03-01,0
"LARNAKA/INTL airport","Cyprus",2003-04-01,0
"LARNAKA/INTL airport","Cyprus",2003-05-01,0
"LARNAKA/INTL airport","Cyprus",2003-06-01,0
"LARNAKA/INTL airport","Cyprus",2003-07-01,0
"LARNAKA/INTL airport","Cyprus",2003-08-01,0
"LARNAKA/INTL airport","Cyprus",2003-09-01,0
"LARNAKA/INTL airport","Cyprus",2003-10-01,0
"LARNAKA/INTL airport","Cyprus",2003-11-01,0
"LARNAKA/INTL airport","Cyprus",2003-12-01,0
"LARNAKA/INTL airport","Cyprus",2004-01-01,0
"LARNAKA/INTL airport","Cyprus",2004-02-01,0
"LARNAKA/INTL airport","Cyprus",2004-03-01,0
"LARNAKA/INTL airport","Cyprus",2004-04-01,0
"LARNAKA/INTL airport","Cyprus",2004-05-01,0
"LARNAKA/INTL airport","Cyprus",2004-06-01,0
"LARNAKA/INTL airport","Cyprus",2004-07-01,594412
"LARNAKA/INTL airport","Cyprus",2004-08-01,696397
"LARNAKA/INTL airport","Cyprus",2004-09-01,550396
"LARNAKA/INTL airport","Cyprus",2004-10-01,526713
"LARNAKA/INTL airport","Cyprus",2004-11-01,240886
"LARNAKA/INTL airport","Cyprus",2004-12-01,211024
"LARNAKA/INTL airport","Cyprus",2005-01-01,209822
"LARNAKA/INTL airport","Cyprus",2005-02-01,181292
"LARNAKA/INTL airport","Cyprus",2005-03-01,277470
"LARNAKA/INTL airport","Cyprus",2005-04-01,367651
"LARNAKA/INTL airport","Cyprus",2005-05-01,511521
"LARNAKA/INTL airport","Cyprus",2005-06-01,524625
"LARNAKA/INTL airport","Cyprus",2005-07-01,651381
"LARNAKA/INTL airport","Cyprus",2005-08-01,720911
"LARNAKA/INTL airport","Cyprus",2005-09-01,555064
"LARNAKA/INTL airport","Cyprus",2005-10-01,550653
"LARNAKA/INTL airport","Cyprus",2005-11-01,238202
"LARNAKA/INTL airport","Cyprus",2005-12-01,206523
"LARNAKA/INTL airport","Cyprus",2006-01-01,209103
"LARNAKA/INTL airport","Cyprus",2006-02-01,169842
"LARNAKA/INTL airport","Cyprus",2006-03-01,225000
"LARNAKA/INTL airport","Cyprus",2006-04-01,390444
"LARNAKA/INTL airport","Cyprus",2006-05-01,481266
"LARNAKA/INTL airport","Cyprus",2006-06-01,514951
"LARNAKA/INTL airport","Cyprus",2006-07-01,643904
"LARNAKA/INTL airport","Cyprus",2006-08-01,663348
"LARNAKA/INTL airport","Cyprus",2006-09-01,549578
"LARNAKA/INTL airport","Cyprus",2006-10-01,535823
"LARNAKA/INTL airport","Cyprus",2006-11-01,238202
"LARNAKA/INTL airport","Cyprus",2006-12-01,206523
"LARNAKA/INTL airport","Cyprus",2007-01-01,216262
"LARNAKA/INTL airport","Cyprus",2007-02-01,192900
"LARNAKA/INTL airport","Cyprus",2007-03-01,254655
"LARNAKA/INTL airport","Cyprus",2007-04-01,390890
"LARNAKA/INTL airport","Cyprus",2007-05-01,469734
"LARNAKA/INTL airport","Cyprus",2007-06-01,536912
"LARNAKA/INTL airport","Cyprus",2007-07-01,697791
"LARNAKA/INTL airport","Cyprus",2007-08-01,762014
"LARNAKA/INTL airport","Cyprus",2007-09-01,627828
"LARNAKA/INTL airport","Cyprus",2007-10-01,564281
"LARNAKA/INTL airport","Cyprus",2007-11-01,263971
"LARNAKA/INTL airport","Cyprus",2007-12-01,257126
"LARNAKA/INTL airport","Cyprus",2008-01-01,223290
"LARNAKA/INTL airport","Cyprus",2008-02-01,221630
"LARNAKA/INTL airport","Cyprus",2008-03-01,284160
"LARNAKA/INTL airport","Cyprus",2008-04-01,385394
"LARNAKA/INTL airport","Cyprus",2008-05-01,517097
"LARNAKA/INTL airport","Cyprus",2008-06-01,601910
"LARNAKA/INTL airport","Cyprus",2008-07-01,702817
"LARNAKA/INTL airport","Cyprus",2008-08-01,796499
"LARNAKA/INTL airport","Cyprus",2008-09-01,622399
"LARNAKA/INTL airport","Cyprus",2008-10-01,565262
"LARNAKA/INTL airport","Cyprus",2008-11-01,289009
"LARNAKA/INTL airport","Cyprus",2008-12-01,256807
"LARNAKA/INTL airport","Cyprus",2009-01-01,220520
"LARNAKA/INTL airport","Cyprus",2009-02-01,197579
"LARNAKA/INTL airport","Cyprus",2009-03-01,254516
"LARNAKA/INTL airport","Cyprus",2009-04-01,429042
"LARNAKA/INTL airport","Cyprus",2009-05-01,475002
"LARNAKA/INTL airport","Cyprus",2009-06-01,545568
"LARNAKA/INTL airport","Cyprus",2009-07-01,663964
"LARNAKA/INTL airport","Cyprus",2009-08-01,722826
"LARNAKA/INTL airport","Cyprus",2009-09-01,586317
"LARNAKA/INTL airport","Cyprus",2009-10-01,524455
"LARNAKA/INTL airport","Cyprus",2009-11-01,279757
"LARNAKA/INTL airport","Cyprus",2009-12-01,252865
"LARNAKA/INTL airport","Cyprus",2010-01-01,228046
"LARNAKA/INTL airport","Cyprus",2010-02-01,205914
"LARNAKA/INTL airport","Cyprus",2010-03-01,296008
"LARNAKA/INTL airport","Cyprus",2010-04-01,361147
"LARNAKA/INTL airport","Cyprus",2010-05-01,503410
"LARNAKA/INTL airport","Cyprus",2010-06-01,576094
"LARNAKA/INTL airport","Cyprus",2010-07-01,696343
"LARNAKA/INTL airport","Cyprus",2010-08-01,768389
"LARNAKA/INTL airport","Cyprus",2010-09-01,621193
"LARNAKA/INTL airport","Cyprus",2010-10-01,561879
"LARNAKA/INTL airport","Cyprus",2010-11-01,291285
"LARNAKA/INTL airport","Cyprus",2010-12-01,249002
"LARNAKA/INTL airport","Cyprus",2011-01-01,226693
"LARNAKA/INTL airport","Cyprus",2011-02-01,203424
"LARNAKA/INTL airport","Cyprus",2011-03-01,271069
"LARNAKA/INTL airport","Cyprus",2011-04-01,434214
"LARNAKA/INTL airport","Cyprus",2011-05-01,515612
"LARNAKA/INTL airport","Cyprus",2011-06-01,593142
"LARNAKA/INTL airport","Cyprus",2011-07-01,737276
"LARNAKA/INTL airport","Cyprus",2011-08-01,770022
"LARNAKA/INTL airport","Cyprus",2011-09-01,619607
"LARNAKA/INTL airport","Cyprus",2011-10-01,566050
"LARNAKA/INTL airport","Cyprus",2011-11-01,265445
"LARNAKA/INTL airport","Cyprus",2011-12-01,228718
"LARNAKA/INTL airport","Cyprus",2012-01-01,215653
"LARNAKA/INTL airport","Cyprus",2012-02-01,197315
"LARNAKA/INTL airport","Cyprus",2012-03-01,248118
"LARNAKA/INTL airport","Cyprus",2012-04-01,388107
"LARNAKA/INTL airport","Cyprus",2012-05-01,446939
"LARNAKA/INTL airport","Cyprus",2012-06-01,588945
"LARNAKA/INTL airport","Cyprus",2012-07-01,696440
"LARNAKA/INTL airport","Cyprus",2012-08-01,729398
"LARNAKA/INTL airport","Cyprus",2012-09-01,609471
"LARNAKA/INTL airport","Cyprus",2012-10-01,528413
"LARNAKA/INTL airport","Cyprus",2012-11-01,252141
"LARNAKA/INTL airport","Cyprus",2012-12-01,210870
"LARNAKA/INTL airport","Cyprus",2013-01-01,180383
"LARNAKA/INTL airport","Cyprus",2013-02-01,156250
"LARNAKA/INTL airport","Cyprus",2013-03-01,220055
"LARNAKA/INTL airport","Cyprus",2013-04-01,306211
"LARNAKA/INTL airport","Cyprus",2013-05-01,509474
"LARNAKA/INTL airport","Cyprus",2013-06-01,577961
"LARNAKA/INTL airport","Cyprus",2013-07-01,660749
"LARNAKA/INTL airport","Cyprus",2013-08-01,688093
"LARNAKA/INTL airport","Cyprus",2013-09-01,610387
"LARNAKA/INTL airport","Cyprus",2013-10-01,513603
"LARNAKA/INTL airport","Cyprus",2013-11-01,231053
"LARNAKA/INTL airport","Cyprus",2013-12-01,200321
"LARNAKA/INTL airport","Cyprus",2014-01-01,185206
"LARNAKA/INTL airport","Cyprus",2014-02-01,170906
"LARNAKA/INTL airport","Cyprus",2014-03-01,219544
"LARNAKA/INTL airport","Cyprus",2014-04-01,352414
"LARNAKA/INTL airport","Cyprus",2014-05-01,522517
"LARNAKA/INTL airport","Cyprus",2014-06-01,629356
"LARNAKA/INTL airport","Cyprus",2014-07-01,739101
"LARNAKA/INTL airport","Cyprus",2014-08-01,778550
"LARNAKA/INTL airport","Cyprus",2014-09-01,629766
"LARNAKA/INTL airport","Cyprus",2014-10-01,531882
"LARNAKA/INTL airport","Cyprus",2014-11-01,257982
"LARNAKA/INTL airport","Cyprus",2014-12-01,219205
"LARNAKA/INTL airport","Cyprus",2015-01-01,193412
"LARNAKA/INTL airport","Cyprus",2015-02-01,174574
"LARNAKA/INTL airport","Cyprus",2015-03-01,229071
"LARNAKA/INTL airport","Cyprus",2015-04-01,362695
"LARNAKA/INTL airport","Cyprus",2015-05-01,513996
"LARNAKA/INTL airport","Cyprus",2015-06-01,604478
"LARNAKA/INTL airport","Cyprus",2015-07-01,759520
"LARNAKA/INTL airport","Cyprus",2015-08-01,789695
"LARNAKA/INTL airport","Cyprus",2015-09-01,659809
"LARNAKA/INTL airport","Cyprus",2015-10-01,522835
"LARNAKA/INTL airport","Cyprus",2015-11-01,279547
"LARNAKA/INTL airport","Cyprus",2015-12-01,231603
"LARNAKA/INTL airport","Cyprus",2016-01-01,218235
"LARNAKA/INTL airport","Cyprus",2016-02-01,212078
"LARNAKA/INTL airport","Cyprus",2016-03-01,287369
"LARNAKA/INTL airport","Cyprus",2016-04-01,403240
"LARNAKA/INTL airport","Cyprus",2016-05-01,655486
"LARNAKA/INTL airport","Cyprus",2016-06-01,742907
"LARNAKA/INTL airport","Cyprus",2016-07-01,926857
"LARNAKA/INTL airport","Cyprus",2016-08-01,958184
"LARNAKA/INTL airport","Cyprus",2016-09-01,826085
"LARNAKA/INTL airport","Cyprus",2016-10-01,737401
"LARNAKA/INTL airport","Cyprus",2016-11-01,357205
"LARNAKA/INTL airport","Cyprus",2016-12-01,306017
"LARNAKA/INTL airport","Cyprus",2017-01-01,293571
"LARNAKA/INTL airport","Cyprus",2017-02-01,273364
"LARNAKA/INTL airport","Cyprus",2017-03-01,343032
"LARNAKA/INTL airport","Cyprus",2017-04-01,558297
"LARNAKA/INTL airport","Cyprus",2017-05-01,745269
"LARNAKA/INTL airport","Cyprus",2017-06-01,877739
"LARNAKA/INTL airport","Cyprus",2017-07-01,1045175
"LARNAKA/INTL airport","Cyprus",2017-08-01,1075969
"LARNAKA/INTL airport","Cyprus",2017-09-01,941380
"LARNAKA/INTL airport","Cyprus",2017-10-01,844406
"LARNAKA/INTL airport","Cyprus",2017-11-01,399453
"LARNAKA/INTL airport","Cyprus",2017-12-01,331032
"LARNAKA/INTL airport","Cyprus",2018-01-01,311786
"LARNAKA/INTL airport","Cyprus",2018-02-01,303280
"LARNAKA/INTL airport","Cyprus",2018-03-01,410509
"LARNAKA/INTL airport","Cyprus",2018-04-01,591768
"LARNAKA/INTL airport","Cyprus",2018-05-01,775229
"LARNAKA/INTL airport","Cyprus",2018-06-01,920972
"LARNAKA/INTL airport","Cyprus",2018-07-01,1062758
"LARNAKA/INTL airport","Cyprus",2018-08-01,1104716
"LARNAKA/INTL airport","Cyprus",2018-09-01,970346
"LARNAKA/INTL airport","Cyprus",2018-10-01,846444
"LARNAKA/INTL airport","Cyprus",2018-11-01,417446
"LARNAKA/INTL airport","Cyprus",2018-12-01,346789
"LARNAKA/INTL airport","Cyprus",2019-01-01,320000
"LARNAKA/INTL airport","Cyprus",2019-02-01,300752
"LARNAKA/INTL airport","Cyprus",2019-03-01,402594
"LARNAKA/INTL airport","Cyprus",2019-04-01,598356
"LARNAKA/INTL airport","Cyprus",2019-05-01,812408
"LARNAKA/INTL airport","Cyprus",2019-06-01,941906
"LARNAKA/INTL airport","Cyprus",2019-07-01,1064235
"LARNAKA/INTL airport","Cyprus",2019-08-01,1107387
"LARNAKA/INTL airport","Cyprus",2019-09-01,981702
"LARNAKA/INTL airport","Cyprus",2019-10-01,872778
"LARNAKA/INTL airport","Cyprus",2019-11-01,447757
"LARNAKA/INTL airport","Cyprus",2019-12-01,374028
"LARNAKA/INTL airport","Cyprus",2020-01-01,337007
"LARNAKA/INTL airport","Cyprus",2020-02-01,318576
"LARNAKA/INTL airport","Cyprus",2020-03-01,159349
"LARNAKA/INTL airport","Cyprus",2020-04-01,6531
"LARNAKA/INTL airport","Cyprus",2020-05-01,9717
"LARNAKA/INTL airport","Cyprus",2020-06-01,38737
"LARNAKA/INTL airport","Cyprus",2020-07-01,167023
"LARNAKA/INTL airport","Cyprus",2020-08-01,221628
"LARNAKA/INTL airport","Cyprus",2020-09-01,161835
"LARNAKA/INTL airport","Cyprus",2020-10-01,158707
"LARNAKA/INTL airport","Cyprus",2020-11-01,48271
"LARNAKA/INTL airport","Cyprus",2020-12-01,50162
"LARNAKA/INTL airport","Cyprus",2021-01-01,39323
"LARNAKA/INTL airport","Cyprus",2021-02-01,31976
"LARNAKA/INTL airport","Cyprus",2021-03-01,44880
"LARNAKA/INTL airport","Cyprus",2021-04-01,96644
"LARNAKA/INTL airport","Cyprus",2021-05-01,205798
"LARNAKA/INTL airport","Cyprus",2021-06-01,336162
"LARNAKA/INTL airport","Cyprus",2021-07-01,524270
"LARNAKA/INTL airport","Cyprus",2021-08-01,612019
"LARNAKA/INTL airport","Cyprus",2021-09-01,554075
"LARNAKA/INTL airport","Cyprus",2021-10-01,619245
"LARNAKA/INTL airport","Cyprus",2021-11-01,300369
"LARNAKA/INTL airport","Cyprus",2021-12-01,223155
"LARNAKA/INTL airport","Cyprus",2022-01-01,160377
"LARNAKA/INTL airport","Cyprus",2022-02-01,148063
"LARNAKA/INTL airport","Cyprus",2022-03-01,228923
"LARNAKA/INTL airport","Cyprus",2022-04-01,437568
"LARNAKA/INTL airport","Cyprus",2022-05-01,558804
"LARNAKA/INTL airport","Cyprus",2022-06-01,650293
"LARNAKA/INTL airport","Cyprus",2022-07-01,792498
"LARNAKA/INTL airport","Cyprus",2022-08-01,850195
"LARNAKA/INTL airport","Cyprus",2022-09-01,728132
"LARNAKA/INTL airport","Cyprus",2022-10-01,726017
"LARNAKA/INTL airport","Cyprus",2022-11-01,389685
"LARNAKA/INTL airport","Cyprus",2022-12-01,362965
"LARNAKA/INTL airport","Cyprus",2023-01-01,329869
"LARNAKA/INTL airport","Cyprus",2023-02-01,315451
"LARNAKA/INTL airport","Cyprus",2023-03-01,392007
"LARNAKA/INTL airport","Cyprus",2023-04-01,650456
"LARNAKA/INTL airport","Cyprus",2023-05-01,728421
"LARNAKA/INTL airport","Cyprus",2023-06-01,845070
"LARNAKA/INTL airport","Cyprus",2023-07-01,1044469
"LARNAKA/INTL airport","Cyprus",2023-08-01,1071053
"LARNAKA/INTL airport","Cyprus",2023-09-01,912755
"LENNART MERI TALLINN airport","Estonia",2002-01-01,0
"LENNART MERI TALLINN airport","Estonia",2002-02-01,0
"LENNART MERI TALLINN airport","Estonia",2002-03-01,0
"LENNART MERI TALLINN airport","Estonia",2002-04-01,0
"LENNART MERI TALLINN airport","Estonia",2002-05-01,0
"LENNART MERI TALLINN airport","Estonia",2002-06-01,0
"LENNART MERI TALLINN airport","Estonia",2002-07-01,0
"LENNART MERI TALLINN airport","Estonia",2002-08-01,0
"LENNART MERI TALLINN airport","Estonia",2002-09-01,0
"LENNART MERI TALLINN airport","Estonia",2002-10-01,0
"LENNART MERI TALLINN airport","Estonia",2002-11-01,0
"LENNART MERI TALLINN airport","Estonia",2002-12-01,0
"LENNART MERI TALLINN airport","Estonia",2003-01-01,0
"LENNART MERI TALLINN airport","Estonia",2003-02-01,0
"LENNART MERI TALLINN airport","Estonia",2003-03-01,0
"LENNART MERI TALLINN airport","Estonia",2003-04-01,0
"LENNART MERI TALLINN airport","Estonia",2003-05-01,0
"LENNART MERI TALLINN airport","Estonia",2003-06-01,0
"LENNART MERI TALLINN airport","Estonia",2003-07-01,0
"LENNART MERI TALLINN airport","Estonia",2003-08-01,0
"LENNART MERI TALLINN airport","Estonia",2003-09-01,0
"LENNART MERI TALLINN airport","Estonia",2003-10-01,0
"LENNART MERI TALLINN airport","Estonia",2003-11-01,0
"LENNART MERI TALLINN airport","Estonia",2003-12-01,0
"LENNART MERI TALLINN airport","Estonia",2004-01-01,0
"LENNART MERI TALLINN airport","Estonia",2004-02-01,0
"LENNART MERI TALLINN airport","Estonia",2004-03-01,0
"LENNART MERI TALLINN airport","Estonia",2004-04-01,0
"LENNART MERI TALLINN airport","Estonia",2004-05-01,0
"LENNART MERI TALLINN airport","Estonia",2004-06-01,0
"LENNART MERI TALLINN airport","Estonia",2004-07-01,0
"LENNART MERI TALLINN airport","Estonia",2004-08-01,0
"LENNART MERI TALLINN airport","Estonia",2004-09-01,0
"LENNART MERI TALLINN airport","Estonia",2004-10-01,0
"LENNART MERI TALLINN airport","Estonia",2004-11-01,0
"LENNART MERI TALLINN airport","Estonia",2004-12-01,0
"LENNART MERI TALLINN airport","Estonia",2005-01-01,0
"LENNART MERI TALLINN airport","Estonia",2005-02-01,0
"LENNART MERI TALLINN airport","Estonia",2005-03-01,0
"LENNART MERI TALLINN airport","Estonia",2005-04-01,0
"LENNART MERI TALLINN airport","Estonia",2005-05-01,0
"LENNART MERI TALLINN airport","Estonia",2005-06-01,0
"LENNART MERI TALLINN airport","Estonia",2005-07-01,0
"LENNART MERI TALLINN airport","Estonia",2005-08-01,0
"LENNART MERI TALLINN airport","Estonia",2005-09-01,0
"LENNART MERI TALLINN airport","Estonia",2005-10-01,0
"LENNART MERI TALLINN airport","Estonia",2005-11-01,0
"LENNART MERI TALLINN airport","Estonia",2005-12-01,0
